,trial,time,acetate,biomass,butanol,butyrate,ethanol,Δ acetate,Δ biomass,Δ butanol,Δ butyrate,Δ ethanol,CO,CO2,H2,Flow Rate
1,0,0.0,15.992718552036289,0.40952850678733255,0.10513665158371098,0.06877692307692346,16.239544343891488,19.35386589670438,0.5494368841691166,0.0,0.0,0.0,0.5,0.375,0.125,1
1,0,0.1,17.928105141706727,0.4644721952042442,0.10513665158371098,0.06877692307692346,16.239544343891488,21.794744650774582,0.6187309892553372,0.0,0.0,0.0,0.5,0.375,0.125,1
1,0,0.2,20.107579606784185,0.5263452941297779,0.10513665158371098,0.06877692307692346,16.239544343891488,24.607019908197472,0.698568669391766,0.0,0.0,0.0,0.5,0.375,0.125,1
1,0,0.3,22.56828159760393,0.5962021610689545,0.10513665158371098,0.06877692307692346,16.239544343891488,27.892039037600778,0.7918270749490006,0.0,0.0,0.0,0.5,0.375,0.125,1
1,0,0.4,25.35748550136401,0.6753848685638546,0.10513665158371098,0.06877692307692346,16.239544343891488,31.598861560569603,0.8970600567242217,0.0,0.0,0.0,0.5,0.375,0.125,1
1,0,0.5,28.51737165742097,0.7650908742362768,0.10513665158371098,0.06877692307692346,16.239544343891488,35.75457792686639,1.0150366854750439,0.0,0.0,0.0,0.5,0.375,0.125,1
1,0,0.6,32.09282945010761,0.8665945427837811,0.10513665158371098,0.06877692307692346,16.239544343891488,40.60434124169782,1.1527166125180612,0.0,0.0,0.0,0.5,0.375,0.125,1
1,0,0.7,36.15326357427739,0.9818662040355872,0.10513665158371098,0.06877692307692346,16.239544343891488,45.89432275826378,1.3028938937541146,0.0,0.0,0.0,0.5,0.375,0.125,1
1,0,0.8,40.74269585010377,1.1121555934109988,0.10513665158371098,0.06877692307692346,16.239544343891488,35.65906679919757,1.034314845174036,2.130726289850671e-08,3.339743291641551e-07,0.7745891511127214,0.5,0.375,0.125,1
1,0,0.9,44.30860253002353,1.2155870779284024,0.10513665371443727,0.06877695647435637,16.31700325900276,-3.503119203836037,-0.021174420730851743,7.607347474181127e-08,1.1923909612465702e-06,2.757275462530622,0.5,0.375,0.125,1
1,0,1.0,43.958290609639924,1.2134696358553172,0.10513666132178474,0.0687770757134525,16.592730805255822,-2.6400878976033204,0.0013206557494349614,7.491686035421268e-08,1.1742619532295596e-06,2.686630890593269,0.5,0.375,0.125,1
1,0,1.1,43.69428181987959,1.2136017014302607,0.10513666881347078,0.06877719313964782,16.86139389431515,-2.6292485870134676,0.00018713331516151424,7.498105261682941e-08,1.1752681167154237e-06,2.6358633717178073,0.5,0.375,0.125,1
1,0,1.2,43.431356961178246,1.2136204147617768,0.10513667631157604,0.06877731066645949,17.12498023148693,-2.629248587013462,0.00018713331516151383,7.498105261682924e-08,1.1752681167154211e-06,2.635863371717837,0.5,0.375,0.125,1
1,0,1.3,43.1684321024769,1.213639128093293,0.1051366838096813,0.06877742819327116,17.388566568658714,-2.6292485870133966,0.00018713331516373468,7.498105261682941e-08,1.1752681167154237e-06,2.6358633717178073,0.5,0.375,0.125,1
1,0,1.4,42.90550724377556,1.2136578414248094,0.10513669130778656,0.06877754572008284,17.652152905830494,-2.629248587013391,0.00018713331516151383,7.498105275560711e-08,1.1752681167154211e-06,2.6358633717178725,0.5,0.375,0.125,1
1,0,1.5,42.64258238507422,1.2136765547563255,0.10513669880589184,0.06877766324689451,17.91573924300228,-2.5975101061299433,0.00010558257306003673,7.498603765698768e-08,1.1753462565711182e-06,2.6012522746511713,0.5,0.375,0.125,1
1,0,1.6,42.382831374461226,1.2136871130136315,0.1051367063044956,0.06877778078152016,18.1758644704674,-2.5791632585816195,5.844109083108514e-05,7.498891951840402e-08,1.1753914264112112e-06,2.5812448734246054,0.5,0.375,0.125,1
1,0,1.7,42.124915048603064,1.2136929571227146,0.10513671380338756,0.0687778983206628,18.43398895780986,-2.5649441001571893,2.1905538738486976e-05,7.499115314835152e-08,1.1754264338248433e-06,2.56573875407877,0.5,0.375,0.125,1
1,0,1.8,41.868420638587345,1.2136951476765885,0.10513672130250287,0.06877801586330619,18.690562833217736,-2.5507249417326996,-1.4630013351890645e-05,7.499338663952148e-08,1.1754614412384804e-06,2.550232634732769,0.5,0.375,0.125,1
1,0,1.9,41.613348144414076,1.2136936846752533,0.10513672880184154,0.06877813340945031,18.945586096691013,-2.5380593296365084,2.164327114417828e-05,7.499136422950408e-08,1.1754297445099027e-06,2.538844745270088,0.5,0.375,0.125,1
1,0,2.0,41.359542211450425,1.2136958490023677,0.10513673630097796,0.06877825095242476,19.199470571218022,-2.525576656338797,6.649020471982675e-05,7.498884110890274e-08,1.1753901926758726e-06,2.5279418004858534,0.5,0.375,0.125,1
1,0,2.1,41.106984545816545,1.2137024980228397,0.10513674379986207,0.06877836849144403,19.452264751266608,-2.511886740984506,5.475827228096359e-05,7.498962464880237e-08,1.175402476322195e-06,2.5138386290849346,0.5,0.375,0.125,1
1,0,2.2,40.855795871718094,1.2137079738500678,0.10513675129882454,0.06877848603169166,19.7036486141751,-2.498196825630865,4.3026339842100625e-05,7.49904083274802e-08,1.1754147598297447e-06,2.499735457683885,0.5,0.375,0.125,1
1,0,2.3,40.60597618915501,1.213712276484052,0.10513675879786537,0.06877860357316765,19.95362215994349,-2.484506910276847,3.1294407403237274e-05,7.499119200615738e-08,1.1754270433372838e-06,2.4856322862830615,0.5,0.375,0.125,1
1,0,2.4,40.35752549812732,1.2137154059247923,0.10513676629698457,0.06877872111587198,20.202185388571795,-2.470816994922982,1.9562474971035454e-05,7.499197568483489e-08,1.1754393265672725e-06,2.4715291148820717,0.5,0.375,0.125,1
1,0,2.5,40.110443798635025,1.2137173621722894,0.10513677379618214,0.06877883865980464,20.449338300060003,-2.457127079569259,7.830542532172295e-06,7.49927593635124e-08,1.175451610074817e-06,2.4574259434811885,0.5,0.375,0.125,1
1,0,2.6,39.8647310906781,1.2137181452265426,0.10513678129545807,0.06877895620496564,20.69508089440812,-2.443437164215181,-3.901389906690863e-06,7.499354290341203e-08,1.1754638935823614e-06,2.443322772080092,0.5,0.375,0.125,1
1,0,2.7,39.62038737425658,1.213717755087552,0.10513678879481236,0.068779073751355,20.93941317161613,-2.4297472488613265,-1.5633322343333643e-05,7.499432672086774e-08,1.1754761770899112e-06,2.4292196006792905,0.5,0.375,0.125,1
1,0,2.8,39.37741264937045,1.2137161917553176,0.10513679629424504,0.06877919129897271,21.18233513168406,-2.41605733350738,-2.7365254782196734e-05,7.499511039954492e-08,1.1754884604586724e-06,2.4151164292782545,0.5,0.375,0.125,1
1,0,2.9,39.13580691601971,1.2137134552298394,0.10513680379375608,0.06877930884781876,21.423846774611885,-2.4020542247941967,-2.98806368137505e-05,7.499528054122344e-08,1.1754911284633785e-06,2.401024716506688,0.5,0.375,0.125,1
1,0,3.0,38.89560149354029,1.213710467166158,0.10513681129328413,0.0687794263969316,21.663949246262554,-2.3867814323149594,4.967814324352555e-06,7.499296392210468e-08,1.1754548155662448e-06,2.3869794569405633,0.5,0.375,0.125,1
1,0,3.1,38.656923350308794,1.2137109639475905,0.10513681879258052,0.06877954394241316,21.90264719195661,-2.372768028153869,2.7554033166232702e-06,7.499311380221301e-08,1.1754571677125004e-06,2.3728881208425157,0.5,0.375,0.125,1
1,0,3.2,38.41964654749341,1.2137112394879221,0.1051368262918919,0.06877966148812993,22.139936004040862,-2.358754623993073,5.429923022326496e-07,7.499326395987742e-08,1.1754595191648718e-06,2.3587967847446563,0.5,0.375,0.125,1
1,0,3.3,38.1837710850941,1.2137112937871524,0.1051368337912183,0.06877977903408185,22.375815682515327,-2.344741219832114,-1.6694187054966377e-06,7.499341397876329e-08,1.175461871311122e-06,2.3447054486466334,0.5,0.375,0.125,1
1,0,3.4,37.94929696311089,1.2137111268452818,0.1051368412905597,0.06877989658026898,22.61028622737999,-2.3307278156711653,-3.881829713225923e-06,7.499356399764949e-08,1.1754642233185997e-06,2.330614112548657,0.5,0.375,0.125,1
1,0,3.5,37.71622418154377,1.2137107386623105,0.1051368487899161,0.06878001412669131,22.843347638634857,-2.31671441151043,-6.094240729836992e-06,7.499371429409145e-08,1.1754665751872995e-06,2.3165227764508223,0.5,0.375,0.125,1
1,0,3.6,37.48455274039273,1.2137101292382375,0.10513685628928753,0.06878013167334883,23.07499991627994,-2.3027010073494103,-8.306651730904939e-06,7.49938640354219e-08,1.1754689269172214e-06,2.302431440352739,0.5,0.375,0.125,1
1,0,3.7,37.25428263965779,1.2137092985730644,0.10513686378867393,0.06878024922024152,23.305243060315213,-2.288687603188543,-1.0519062743075162e-05,7.499401391553055e-08,1.1754712792022601e-06,2.2883401042549147,0.5,0.375,0.125,1
1,0,3.8,37.025413879338934,1.2137082466667901,0.10513687128807532,0.06878036676736944,23.534077070740704,-2.2746741990275843,-1.2731473755245292e-05,7.499416448952794e-08,1.1754736307933989e-06,2.274248768156928,0.5,0.375,0.125,1
1,0,3.9,36.797946459436176,1.2137069735194146,0.10513687878749177,0.06878048431473252,23.761501947556397,-2.260660794866778,-1.4943884762974577e-05,7.499431436963626e-08,1.1754759829396544e-06,2.26015743205888,0.5,0.375,0.125,1
1,0,4.0,36.5718803799495,1.2137054791309383,0.1051368862869232,0.06878060186233081,23.987517690762285,-2.248083205076491,-6.595318862157053e-06,7.499367987717802e-08,1.1754660425578087e-06,2.2478739195731814,0.5,0.375,0.125,1
1,0,4.1,36.34707205944185,1.213704819599052,0.1051368937862912,0.06878071940893507,24.212305082719602,-2.2346502094749234,-4.538597648817675e-06,7.499351334372366e-08,1.1754634254845734e-06,2.234513371744088,0.5,0.375,0.125,1
1,0,4.2,36.123607038494356,1.2137043657392872,0.10513690128564253,0.06878083695527762,24.435756419894012,-2.2209467002706242,-4.471609913458979e-06,7.49934939148214e-08,1.1754631246141443e-06,2.220812222170893,0.5,0.375,0.125,1
1,0,4.3,35.901512368467294,1.2137039185782958,0.10513690878499192,0.06878095450159008,24.6578376421111,-2.207243191065859,-4.40462217365931e-06,7.499347476347356e-08,1.1754628231885825e-06,2.207111072597729,0.5,0.375,0.125,1
1,0,4.4,35.68078804936071,1.2137034781160785,0.1051369162843394,0.0687810720478724,24.878548749370875,-2.1935396818616306,-4.33763443385972e-06,7.499345547334917e-08,1.1754625220405977e-06,2.193409923024533,0.5,0.375,0.125,1
1,0,4.5,35.461434081174545,1.213703044352635,0.10513692378368494,0.0687811895941246,25.097889741673328,-2.179836172657027,-4.2706466940600915e-06,7.499343632200199e-08,1.1754622210313801e-06,2.1797087734515306,0.5,0.375,0.125,1
1,0,4.6,35.24345046390884,1.2137026172879657,0.10513693128302858,0.0687813071403467,25.31586061901848,-2.1661326634526175,-4.203658952039979e-06,7.499341703187628e-08,1.1754619197445962e-06,2.166007623878154,0.5,0.375,0.125,1
1,0,4.7,35.02683719756358,1.2137021969220705,0.10513693878237028,0.06878142468653868,25.532461381406296,-2.1524291542481753,-4.136671218901725e-06,7.499339801930764e-08,1.1754616187353893e-06,2.152306474305029,0.5,0.375,0.125,1
1,0,4.8,34.81159428213876,1.2137017832549486,0.10513694628171008,0.06878154223270055,25.7476920288368,-2.138725645043624,-4.069683476881614e-06,7.499337859040405e-08,1.1754613175873832e-06,2.138605324731972,0.5,0.375,0.125,1
1,0,4.9,34.5977217176344,1.213701376286601,0.10513695378104794,0.06878165977883231,25.961552561309997,-2.1250221358391816,-4.002695741522914e-06,7.499335930027966e-08,1.1754610164393984e-06,2.1249041751587403,0.5,0.375,0.125,1
1,0,5.0,34.38521950405048,1.2137009760170268,0.10513696128038387,0.06878177732493396,26.17404297882587,-2.112168858402804,-3.3852673464451873e-06,7.499330309523904e-08,1.175460131314092e-06,2.1120726465658355,0.5,0.375,0.125,1
1,0,5.1,34.1740026182102,1.2137006374902921,0.10513696877971418,0.06878189487094709,26.385250243482453,-2.099856123192214,-2.417891538097892e-06,7.499322302040272e-08,1.175458875235507e-06,2.0997939870583227,0.5,0.375,0.125,1
1,0,5.2,33.96401700589098,1.2137003957011383,0.10513697627903648,0.06878201241683461,26.595229642188286,-2.086756642832136,-1.9598550915489522e-06,7.499317694614786e-08,1.1754581591416666e-06,2.08671064097765,0.5,0.375,0.125,1
1,0,5.3,33.75534134160777,1.2137001997156291,0.10513698377835418,0.06878212996265053,26.80390070628605,-2.073657162471949,-1.50181864944087e-06,7.499313142700319e-08,1.1754574430478052e-06,2.0736272948969403,0.5,0.375,0.125,1
1,0,5.4,33.54797562536057,1.2137000495337642,0.10513699127766732,0.06878224750839483,27.011263435775746,-2.0605576821119413,-1.0437822095532605e-06,7.499308604663772e-08,1.1754567275090764e-06,2.0605439488161252,0.5,0.375,0.125,1
1,0,5.5,33.34191985714938,1.2136999451555432,0.10513699877697592,0.06878236505406758,27.217317830657358,-2.0474582017517733,-5.857457652247454e-07,7.49930399723822e-08,1.1754560111376697e-06,2.047460602735434,0.5,0.375,0.125,1
2,0,0.0,16.30230407239828,0.3609981900452508,0.06790000000000036,0.096571945701358,22.718653846153966,40.51820674392655,0.01168395067620509,0.0,0.0,0.0,0.333,0.025,0.417,1
2,0,0.1,20.354124746790934,0.3621665851128713,0.06790000000000036,0.096571945701358,22.718653846153966,40.64641354000944,0.011720920769457965,0.0,0.0,0.0,0.333,0.025,0.417,1
2,0,0.2,24.418766100791878,0.3633386771898171,0.06790000000000036,0.096571945701358,22.718653846153966,40.77410239185384,0.011757741506769896,0.0,0.0,0.0,0.333,0.025,0.417,1
2,0,0.3,28.49617633997726,0.3645144513404941,0.06790000000000036,0.096571945701358,22.718653846153966,40.903719266058815,0.011795118214347197,0.0,0.0,0.0,0.333,0.025,0.417,1
2,0,0.4,32.586548266583144,0.3656939631619288,0.06790000000000036,0.096571945701358,22.718653846153966,41.03666870331332,0.011833455909722183,0.0,0.0,0.0,0.333,0.025,0.417,1
2,0,0.5,36.690215136914475,0.36687730875290103,0.06790000000000036,0.096571945701358,22.718653846153966,41.16740457400845,0.011871155294456707,0.0,0.0,0.0,0.333,0.025,0.417,1
2,0,0.6,40.80695559431532,0.3680644242823467,0.06790000000000036,0.096571945701358,22.718653846153966,41.29977923142136,0.011909327244607474,0.0,0.0,0.0,0.333,0.025,0.417,1
2,0,0.7,44.936933517457454,0.36925535700680745,0.06790000000000036,0.096571945701358,22.718653846153966,41.43443720637752,0.011948157618998912,0.0,0.0,0.0,0.333,0.025,0.417,1
2,0,0.8,49.08037723809521,0.37045017276870734,0.06790000000000036,0.096571945701358,22.718653846153966,41.5674913903736,0.01198652551945623,0.0,0.0,0.0,0.333,0.025,0.417,1
2,0,0.9,53.23712637713257,0.37164882532065296,0.06790000000000036,0.096571945701358,22.718653846153966,41.70135675206965,0.01202512743534057,1.0243270121002015e-09,2.0049961690915557e-10,3.5379247975697586e-07,0.333,0.025,0.417,1
2,0,1.0,57.40726205233953,0.372851338064187,0.06790000010243306,0.09657194572140797,22.718653881533214,41.83655985356321,0.012064115273753829,3.7379055406461215e-09,7.316500183485169e-10,1.2910361135709525e-06,0.333,0.025,0.417,1
2,0,1.1,61.59091803769586,0.3740577495915624,0.06790000047622362,0.09657194579457297,22.718654010636826,41.972035271212945,0.012103181392185707,3.976744628042544e-09,7.783995670251908e-10,1.3738590709522233e-06,0.333,0.025,0.417,1
2,0,1.2,65.78812156481715,0.375268067730781,0.06790000087389808,0.09657194587241293,22.718654148022733,42.10776642718468,0.01214232120051838,3.6562614047497244e-09,7.156690517984281e-10,1.2635881319056342e-06,0.333,0.025,0.417,1
2,0,1.3,69.99889820753562,0.3764822998508328,0.06790000123952422,0.09657194594397983,22.718654274381546,42.24430233624665,0.012181693051268054,3.1505927033936884e-09,6.166904487070476e-10,1.0887706380913202e-06,0.333,0.025,0.417,1
2,0,1.4,74.22332844116028,0.3777004691559596,0.06790000155458349,0.09657194600564888,22.71865438325861,42.38068593371519,0.012221021005515687,2.5687026117271447e-09,5.027926686107516e-10,9.989290106204854e-07,0.333,0.025,0.417,1
2,0,1.5,78.4613970345318,0.3789225712565112,0.06790000181145375,0.09657194605592814,22.71865448315151,21.442818269439083,0.007565104476833777,1.8640178727366006,0.3648589990574421,6.1163839018517,0.333,0.025,0.417,1
2,0,1.6,80.60567886147571,0.37967908170419457,0.25430178908511397,0.1330578459616724,23.33029287333668,-12.148431612648112,-9.033311876294204e-09,4.872101050766301,0.9536549722452663,15.610441069773081,0.333,0.025,0.417,1
2,0,1.7,79.3908357002109,0.3796790808008634,0.7415118941617435,0.2284233431861989,24.891336980313987,-12.057145035287665,-4.074071080495397e-09,4.872099077993845,0.9536545860988707,15.519170288503638,0.333,0.025,0.417,1
2,0,1.8,78.18512119668213,0.37967908039345627,1.2287218019611283,0.32378880179608605,26.443254009164352,-11.900081382584363,-2.8607777258216098e-09,4.872098594811278,0.953654491521715,15.362110499980432,0.333,0.025,0.417,1
2,0,1.9,76.9951130584237,0.3796790801073785,1.7159316614422555,0.4191542509482574,27.979465059162393,-11.620811352439933,-7.034567373054295e-10,4.872097735679266,0.9536543233569941,15.0828473406156,0.333,0.025,0.417,1
2,0,2.0,75.8330319231797,0.3796790800370328,2.2031414350101826,0.5145196832839569,29.487749793223955,-11.44188686742594,-3.534178505404381e-10,4.872097595793372,0.9536542959760177,14.90392397008718,0.333,0.025,0.417,1
2,0,2.1,74.68884323643711,0.37967908000169104,2.69035119458952,0.6098851128815588,30.978142190232674,-11.294884202390978,-1.7295875842648897e-09,4.87209814265718,0.9536544030180085,14.756916921293582,0.333,0.025,0.417,1
2,0,2.2,73.55935481619801,0.3796790798287323,3.1775610088552386,0.7052505531833597,32.453833882362034,-11.1128497480404,-1.2113715586181727e-09,4.872097935865013,0.9536543625409356,14.574884117092191,0.333,0.025,0.417,1
2,0,2.3,72.44806984139397,0.3796790797075951,3.6647708024417383,0.8006159894374529,33.91132229407125,-10.930815293689724,-6.931571983059819e-10,4.872097729072813,0.9536543220638618,14.39285131289117,0.333,0.025,0.417,1
2,0,2.4,71.354988312025,0.3796790796382794,4.15198057534902,0.8959814216438392,35.350607425360366,-10.748780839339238,-1.7494228288228426e-10,4.872097522280625,0.9536542815867857,14.210818508689856,0.333,0.025,0.417,1
2,0,2.5,70.28011022809108,0.3796790796207852,4.639190327577083,0.9913468498025179,36.77168927622935,-10.566746384988468,3.4327374276443803e-10,4.872097315488442,0.9536542411097118,14.028785704488472,0.333,0.025,0.417,1
2,0,2.6,69.22343558959223,0.37967907965511255,5.1264000591259276,1.0867122739134891,38.1745678466782,-10.386429240972879,7.696715487170984e-10,4.872097145325882,0.953654207802447,13.848469918245941,0.333,0.025,0.417,1
2,0,2.7,68.18479266549494,0.3796790797320797,5.613609773658516,1.182077694693734,39.559414838502796,-10.231443085119771,-1.5825118993007038e-10,4.87209751546441,0.9536542802525928,13.693480807508513,0.333,0.025,0.417,1
2,0,2.8,67.16164835698297,0.3796790797162546,6.1008195252049555,1.2774431227189929,40.92876291925364,-10.057161835653252,-5.456080032217865e-11,4.872097474045316,0.9536542721453114,13.519199888190402,0.333,0.025,0.417,1
2,0,2.9,66.15593217341764,0.3796790797107985,6.588029272609488,1.372808549933524,42.280682908072684,-9.882880586186351,4.9127923951175444e-11,4.8720974326263145,0.9536542640380321,13.344918968872209,0.333,0.025,0.417,1
2,0,3.0,65.167644114799,0.3796790797157113,7.0752390158721195,1.4681739763373274,43.615174804959906,-9.708599336719734,1.5281775844755417e-10,4.872097391207224,0.9536542559307528,13.17063804955423,0.333,0.025,0.417,1
2,0,3.1,64.19678418112703,0.3796790797309931,7.562448754992842,1.5635394019304028,44.93223860991533,-9.534318087253117,2.565075929439329e-10,4.872097349788178,0.9536542478234713,12.996357130236252,0.333,0.025,0.417,1
2,0,3.2,63.243352372401716,0.37967907975664383,8.04965848997166,1.65890482671275,46.23187432293896,-9.360036837786472,3.601968723288009e-10,4.872097308369145,0.9536542397161963,12.822076210918116,0.333,0.025,0.417,1
2,0,3.3,62.30734868862307,0.3796790797926635,8.536868220808573,1.7542702506843693,47.514081944030764,-9.210823273393478,2.590405667746152e-10,4.872097348899831,0.9536542476495882,12.672862324530161,0.333,0.025,0.417,1
2,0,3.4,61.386266361283724,0.3796790798185676,9.024077955698557,1.8496356754493282,48.78136817648378,-9.056147397787688,2.0252133303699775e-10,4.872097371573463,0.9536542520876781,12.518186269032572,0.333,0.025,0.417,1
2,0,3.5,60.480651621504954,0.3796790798388197,9.511287692855904,1.945001100658096,50.03318680338704,-8.898165468355892,1.7301604593455962e-10,4.872097383439153,0.9536542544102424,12.360204245717473,0.333,0.025,0.417,1
2,0,3.6,59.590835074669364,0.3796790798561213,9.99849743119982,2.0403665260991204,51.26920722795879,-8.742203342089276,1.2700784868258087e-10,4.872097401907882,0.9536542580252751,12.204241973021357,0.333,0.025,0.417,1
2,0,3.7,58.716614740460436,0.3796790798688221,10.485707171390608,2.135731951901648,52.489631425260924,-8.58826101898788,6.449230038896326e-11,4.872097426979599,0.9536542629327583,12.050299450945062,0.333,0.025,0.417,1
2,0,3.8,57.85778863856165,0.37967907987527133,10.972916914088566,2.2310973781949235,53.694661370355426,-8.436338499051452,-1.452504783117091e-11,4.87209745865433,0.9536542691327101,11.898376679487573,0.333,0.025,0.417,1
2,0,3.9,57.014154788656505,0.3796790798738188,11.460126659954,2.3264628051081946,54.884499038304185,-8.287976616079568,-1.7480461522723074e-12,4.87209745357267,0.9536542681380347,11.75001483721849,0.333,0.025,0.417,1
2,0,4.0,56.18535712704855,0.379679079873644,11.947336405311267,2.421828231921998,56.059500522026035,-8.142623181736639,6.401601471139907e-11,4.872097427273338,0.9536542629902546,11.6046616122468,0.333,0.025,0.417,1
2,0,4.1,55.371094808874886,0.3796790798800456,12.4345461480386,2.5171936582210233,57.21996668325071,-7.998297011399728,4.350964033505965e-11,4.8720974355072775,0.9536542646019435,11.460335376649635,0.333,0.025,0.417,1
2,0,4.2,54.57126510773491,0.3796790798843966,12.92175589158933,2.612559084681218,58.36600022091568,-7.85618237088083,1.9975132659055888e-11,4.8720974449489765,0.9536542664500515,11.31822066122457,0.333,0.025,0.417,1
2,0,4.3,53.78564687064683,0.3796790798863941,13.408965636084226,2.707924511326223,59.49782228703813,-7.71627926018016,-6.589173651150269e-12,4.8720974555984595,0.9536542685345666,11.178317465971627,0.333,0.025,0.417,1
2,0,4.4,53.01401894462881,0.3796790798857352,13.896175381644074,2.80328993817968,60.6156540336353,-7.57858767929771,-3.6181058149509356e-11,4.872097467455791,0.953654270855483,11.040625790890854,0.333,0.025,0.417,1
2,0,4.5,52.25616017669904,0.3796790798821171,14.383385128389651,2.898655365265228,61.71971661272438,-7.4431076282334185,-6.880385150509507e-11,4.872097480520913,0.9536542734128196,10.905145635982233,0.333,0.025,0.417,1
3,0,0.0,14.698247511312294,0.2936538461538477,0.06218778280543021,0.14073076923077,19.233065610859832,13.542349341268238,0.3462981530946574,0.0,0.0,0.0,0.25,0.438,0.313,1
3,0,0.1,16.052482445439118,0.32828366146331345,0.06218778280543021,0.14073076923077,19.233065610859832,15.035728507248294,0.3844860947890111,0.0,0.0,0.0,0.25,0.438,0.313,1
3,0,0.2,17.556055296163947,0.36673227094221456,0.06218778280543021,0.14073076923077,19.233065610859832,16.73917926943933,0.42804588179264647,0.0,0.0,0.0,0.25,0.438,0.313,1
3,0,0.3,19.22997322310788,0.4095368591214792,0.06218778280543021,0.14073076923077,19.233065610859832,18.680136516795677,0.47767906530142884,0.0,0.0,0.0,0.25,0.438,0.313,1
3,0,0.4,21.09798687478745,0.4573047656516221,0.06218778280543021,0.14073076923077,19.233065610859832,20.873925415731986,0.5337775327708856,0.0,0.0,0.0,0.25,0.438,0.313,1
3,0,0.5,23.185379416360647,0.5106825189287106,0.06218778280543021,0.14073076923077,19.233065610859832,23.29632829429841,0.5957220020619315,0.0,0.0,0.0,0.25,0.438,0.313,1
3,0,0.6,25.515012245790487,0.5702547191349038,0.06218778280543021,0.14073076923077,19.233065610859832,25.993710771891195,0.6646981114976626,0.0,0.0,0.0,0.25,0.438,0.313,1
3,0,0.7,28.114383322979606,0.63672453028467,0.06218778280543021,0.14073076923077,19.233065610859832,29.09709636257323,0.7440563285478456,0.0,0.0,0.0,0.25,0.438,0.313,1
3,0,0.8,31.02409295923693,0.7111301631394547,0.06218778280543021,0.14073076923077,19.233065610859832,32.43057858190824,0.8292984609754752,0.0,0.0,0.0,0.25,0.438,0.313,1
3,0,0.9,34.267150817427755,0.7940600092370022,0.06218778280543021,0.14073076923077,19.233065610859832,36.22072746145542,0.9262182437890256,0.0,0.0,0.0,0.25,0.438,0.313,1
3,0,1.0,37.889223563573296,0.8866818336159047,0.06218778280543021,0.14073076923077,19.233065610859832,40.50832574960584,1.0358585529393485,0.0,0.0,0.0,0.25,0.438,0.313,1
3,0,1.1,41.94005613853388,0.9902676889098396,0.06218778280543021,0.14073076923077,19.233065610859832,45.09919757179118,1.1532540205243096,0.0,0.0,0.0,0.25,0.438,0.313,1
3,0,1.2,46.449975895712996,1.1055930909622704,0.06218778280543021,0.14073076923077,19.233065610859832,50.419727927417625,1.2893079495145188,0.0,0.0,0.0,0.25,0.438,0.313,1
3,0,1.3,51.49194868845476,1.2345238859137224,0.06218778280543021,0.14073076923077,19.233065610859832,56.32599859204071,1.4403401353851983,0.0,0.0,0.0,0.25,0.438,0.313,1
3,0,1.4,57.124548547658826,1.378557899452242,0.06218778280543021,0.14073076923077,19.233065610859832,62.86402696824476,1.6075273120341214,0.0,0.0,0.0,0.25,0.438,0.313,1
