	time	CO	CO2	H2	acetate	biomass	butanol	butyrate	ethanol	flow rate	ethanol_Î”
0	5.93269255135415	0.5830904289307076	0.19759099163846977	0.09861988100305923	86.58101302494181	0.6586787325608359	4.8918606560359335	11.695123516851782	110.16011049002057	20.39113462990432	33.69751646020587
1	5.786098030123531	0.5696701140166575	0.18894308614483363	0.09609143483073265	94.42020239093942	0.6045665226529575	8.600568662611934	10.52152528476125	109.76862024074642	20.54522260991337	33.50857671202106
2	5.886674625005899	0.5857142165824405	0.187900229665282	0.13417730581854775	86.22002174134273	0.6127662570788895	4.573388958348499	12.125109723016765	110.15794600794894	20.493255439804752	33.422446059908886
3	5.363853607283828	0.5834723999758777	0.1823265441862355	0.26533511786499464	95.80025139063892	0.6579328703585268	4.75980289494866	16.01770223339977	110.37123103102694	20.472530341123864	33.27503036253336
4	5.5957086926408675	0.581056082962825	0.18217102873461072	0.05177127634396656	96.21485756319052	0.5727164103707556	13.475340681948914	4.859105341507246	110.66543301332173	20.577985263278112	33.27090068416952
5	5.6776569031165085	0.5748879569300757	0.17751242917012475	0.18248767888543146	91.22250310848746	0.6457793106559965	7.985450585174185	14.040446538072148	110.40618459981579	20.58723555182252	33.26990290716232
6	5.708420080253966	0.5800485959696908	0.21603954371155307	0.09229769626332232	92.38838551718712	0.6235877410249585	8.038116635566354	7.425842722336305	108.69772109295798	20.677829339054444	33.05030759735358
7	5.39267238281962	0.5488109194628322	0.1900462740713509	0.14289821855911156	97.56806172231285	0.6150693950901603	7.6543133443514435	11.470820780138137	109.42493355565749	20.743054626837864	33.04018069828959
8	5.900148706235488	0.5530872515694052	0.1755516717958357	0.053917329247843156	93.46376522382327	0.6185572261280675	11.274693008323343	10.766599725810254	106.91782091269594	20.540687919685254	32.878089744890104
9	5.748828663593735	0.5693528666774575	0.1995434607630575	0.09076259103709894	96.64838557605009	0.5672522601073211	12.902867776558372	5.958056340145724	108.23914513526117	20.712333729802484	32.78693338162647
10	5.935514266320222	0.5823802194478471	0.2396425495723108	0.1560819709759936	92.05986930760913	0.6383565460374936	7.028688136289493	8.503489285023706	109.2831170988281	20.286177354479	32.71475691181568
11	5.890519451965081	0.5863328805333798	0.2787744900439357	0.12257644216113225	91.66502258271483	0.6756169563272684	12.206331497899388	10.107915197606497	108.8977771300491	20.709731794067558	32.68576059703548
12	5.895755773747734	0.5682758755654767	0.21833687868024468	0.13350251259907564	94.1638396106122	0.6277375950942274	11.049590213572415	9.455801565111441	105.46953540015737	20.50429642024075	32.612147396592675
13	5.584347101494962	0.5462433080404927	0.20151859311048165	0.1224900718152674	97.19394070698645	0.6137254829819531	6.473172725388269	9.005268331828246	104.8241827099083	20.420649038469765	32.57062154813105
14	5.879499273771043	0.5731931260657345	0.23027972726758092	0.07683642233372097	93.99497630016565	0.6600708985737813	5.604176506573524	5.196764010906874	107.53762456037374	20.319454656910334	32.56698009512716
15	5.481883503299565	0.5507954746790795	0.17707058758494093	0.15341336698211047	96.46513766996732	0.5963667336577163	10.693504568152969	12.2092955531435	109.73763599631195	20.56077006356649	32.55488746612418
